NAME,APPROX_COST(FOR TWO PEOPLE) ($),RATE,DISH_LIKED,ONLINE_ORDER,BOOK_TABLE
The Local - Burger Bar,"1,500",3.8 out of 5,"Burgers, Beer, Pasta, Nachos, Pizza, Paneer Tikka, Chilli Pork",0,0
Black Pepper Lounge - Case de Bengaluru,"1,200",3.7 out of 5,Rooftop Ambience,0,1
Koramangala Social,"1,500",4.6 out of 5,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha",1,0
XOOX Brewmill,"2,000",4.4 out of 5,"Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Sabudana Vada",0,1
Gilly's Restobar,"1,000",4.5 out of 5,"Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari",0,1
Prost Brew Pub,"1,800",4.5 out of 5,"Mango Cider, Cajun Potato, Nachos, Salads, Pizza, Wheat Beer, Pork Ribs",0,1
Brooks and Bonds Brewery,"1,600",4.5 out of 5,"Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Mango Cider, Potato Wedges",1,1
The Fixx,"1,200",4.3 out of 5,"Cocktails, Shakshouka, Beer, Margherita Pizza, Blueberry Cheesecake, Fries, Bellini",0,1
Fenny's Lounge And Kitchen,"1,600",4.5 out of 5,"Caramel Pudding, Cocktails, Pizza, Mocktails, Wedges, Bbq Chicken, Veg Starter",0,1
House Of Commons,"1,000",4.7 out of 5,"Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini",0,1
Foxtrot - House of Subculture,"1,000",4.4 out of 5,"Cocktails, Fish, Mocktails, Momos, Burgers, Pizza, Chicken Lollipop",0,1
Drava,"1,500",4.4 out of 5,"Cocktails, Veg Burger, Tikka, Beer, Pizza, Burgers, Spaghetti Aglio Olio",0,1
The Terrace at Gilly's Redefined,"1,400",4.5 out of 5,"Cocktails, Mocktails, Beer, Biryani, Long Island Iced Tea, Pizza, Drunken Prawn",0,1
The Boozy Griffin,"1,800",4.6 out of 5,"Cocktails, Craft Beer, Salads, Devils Chicken, Sea Food, Mocktails, Wedges",0,1
Simon Says Brew Works,"1,400",4.5 out of 5,"Beer, Onion Pakoda, Long Island Iced Tea, Peri Peri Chicken, Cocktails, Stout, Veg Platter",0,1
Myu Bar at Gilly's Redefined,"1,200",4.4 out of 5,"Mai Thai, Sangria, Pizza, Cocktails, Biryani, Beer, Chicken Nachos",0,1
Sotally Tober,"1,200",4.4 out of 5,"Cocktails, Barbeque Chicken Pizza, Chocolate Martini, Nachos, Bbq Chicken Pizza, Wedges, Beer",0,1
Happy Brew,"1,000",4.0 out of 5,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries",0,1
1522 - The Pub,"1,400",4.2 out of 5,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza",0,1
Crawl Street,"1,200",4.3 out of 5,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Mocktails, Paneer Tikka Masala, Pizza",1,1
B-hive,"1,200",4.3 out of 5,"Tandoori Chicken, Cocktails, Noodles, Paneer Tikka, Beer, Nachos, Pasta",0,1
The Beer Cafe,"1,300",4.2 out of 5,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails",1,1
Harry's Bar + Cafe,"1,400",4.2 out of 5,"Cocktails, Beer, Onion Rings, Burgers, Margherita Pizza, Mocktails, Veg Nachos",1,1
Cheers Pub Bar & Restro,"1,100",NEW,"Cocktails, Brownie, Verdure Pizza, Veg Bao, Fish, Spaghetti, Mai Thai",0,1
The Flying Trapeze,"1,500",NEW,Beef Nachos,0,1
What's In A Name,"1,200",4.1 out of 5,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu",1,1
Sathya's,"1,200",4.1 out of 5,"Chicken Tikka, Egg Chilli, Masala Peanuts, Beer, Pepper Chicken, Chilli Chicken, Masala Papad",0,1
Tilt Gastro Lounge,"1,500",4.1 out of 5,"Cocktails, Burgers, Pasta, Exotic Pizza, Long Island Iced Tea, Honey Chilli Potatoes, Nachos",0,1
Bulls N Bears - Bar Trade Xchange,"1,000",3.9 out of 5,"Mango Cheesecake, Pizza, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn",0,1
Drunkling - Sizzlers and Pub,"1,000",4.4 out of 5,"Beef Steak, Cocktails, Mojito, Paneer Ke Sholay, Caramel Custard, Prawn Ghee Roast, Stuffed Mushroom",1,1
Fill N Chill Resto Bar & Pub,"1,200",3.9 out of 5,"Beer, Biryani, Cocktails, Masala Peanuts, Chicken Tikka, Chips, Fish",1,1
Cilantro,"1,500",4.0 out of 5,"Biryani, Breakfast Buffet, Fish, Salads, Burgers, Caramel Pudding, Steak",1,1
Sherlock's Pub,"1,300",3.9 out of 5,"Mai Thai, Cocktails, Tiramisu Martini, Beer, Chilli Chicken, Beef Chilli, Long Island Iced Tea",0,1
Tetto,"1,200",3.7 out of 5,"Burgers, Cocktails, Mushroom Nuggets, Draught Beer, Fish Fingers",1,0
Over The Top Terrace Lounge,"1,400",3.9 out of 5,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers",0,1
Fandom at Gilly's Redefined,"1,500",3.9 out of 5,"Onion Rings, French Fries",0,0
Barcode,"1,300",3.8 out of 5,"Prawn, French Fries, Draught Beer, Biryani",0,1
Hammered,"1,200",4.3 out of 5,"Cocktails, Pizza, Nachos, Andhra Chilli Chicken, Bruschettas, Beer, Ravioli",0,0
Murphy's Brewhouse - The Paul Bangalore,"1,700",4.3 out of 5,"Chicken Bruschetta, Tandoori Chicken, Veggie Pizza, Barbeque Chicken Pizza, Nachos, Wheat Beer, Stout",0,1
Loveshack,"1,600",4.0 out of 5,"Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos",0,1
The Black Pearl,"1,400",4.7 out of 5,"Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry",0,1
Boho,"1,200",4.2 out of 5,"Barbecue Chicken Wings, Cocktails, Chilli Paneer, Chicken Steak, Sangria, Pizza, Spicy Chicken",0,1
XOOX Brewmill,"2,000",4.4 out of 5,"Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Sabudana Vada",0,1
Punjab Bistro,"1,500",4.4 out of 5,"Chicken Shorba, Paneer Tikka Masala, Cocktails, Jumbo Prawns, Beer, Butter Naan, Paan Shot",1,1
Toscano,"1,500",4.5 out of 5,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine",1,1
Salt - Indian Restaurant Bar & Grill,"1,500",4.4 out of 5,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani",1,1
Saara's Cafe - SS Lumina Hotel,800,4.2 out of 5,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala",0,1
Saara's Grill n Spice - SS Lumina Hotel,"1,000",4.3 out of 5,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad",0,1
Buff Buffet Buff,"1,500",4.5 out of 5,"Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads",1,1
Sultans of Spice,"1,300",4.5 out of 5,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh",1,1
Asia Kitchen By Mainland China,"1,500",4.9 out of 5,"Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup",1,1
Bonsouth,"1,300",4.2 out of 5,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa",1,1
Foxtrot - House of Subculture,"1,000",4.4 out of 5,"Cocktails, Fish, Mocktails, Momos, Burgers, Pizza, Chicken Lollipop",0,1
Onesta,600,4.4 out of 5,"Berryblast, Gourmet Pizza, Mocktails, Ravioli, Bacon Pizza, Pasta, Prawn Pizza",1,1
By The Blue - Grand Mercure,"1,500",4.1 out of 5,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter",0,1
Barleyz,"2,000",3.8 out of 5,"Tandoori Chicken, Fish Chilli, Cocktails, Pizza, Craft Beer, Chaat, Long Island Iced Tea",0,0
Oye Amritsar,600,4.0 out of 5,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",1,1
Hunan,"1,100",4.3 out of 5,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea",0,1
Empire Restaurant,750,4.1 out of 5,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma",1,0
Magnolia,900,4.1 out of 5,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup",1,1
The Flying Trapeze,"1,500",NEW,Beef Nachos,0,1
Banjara Melting Pot,"1,700",4.2 out of 5,"Mocktails, Dal Tadka, Paneer Lababdar, Stuffed Kulcha, Vegetable Biryani, Sea Food, Wine",1,1
Hanoi - Vietnamese Cuisine,"1,000",4.4 out of 5,"Pho, Hot Pot, Sangria, Fig Ice Cream, Crepe, Fish, Pumpkin Soup",1,1
Naati Manae,700,3.9 out of 5,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",1,1
Tangerine - Davanam Sarovar Portico Suites,"1,100",4.0 out of 5,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles",1,1
Cilantro,"1,500",4.0 out of 5,"Biryani, Breakfast Buffet, Fish, Salads, Burgers, Caramel Pudding, Steak",1,1
China Bowl,"1,000",3.9 out of 5,"Roast Pork, Biryani, Pork Ribs, Manchow Soup, Butter Garlic Prawns, Crispy Honey Chilli Chicken, Wonton Soup",1,0
Over The Top Terrace Lounge,"1,400",3.9 out of 5,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers",0,1
12th Main - Grand Mercure,"2,000",4.1 out of 5,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads",0,1
Embers - Nandhana Grand Hotel,900,3.8 out of 5,Biryani,0,0
Urban Spoon Buffet Restaurant,"1,000",3.5 out of 5,Courteous Staff,0,1
The Globe Grub,"1,300",4.4 out of 5,"Momos, Prawn, Barfi, Shahi Tukda, Veg Mushroom, Pizza, Masala Lemonade",0,1
"3B's - Buddies, Bar & Barbecues","1,100",4.4 out of 5,"Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka",0,1
Savoury Restaurant,800,3.9 out of 5,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam",1,0
Tree Top,"1,000",3.8 out of 5,Friendly Staff,1,0
Roundup Cafe,800,4.2 out of 5,"Mocktails, Salad, Coffee, Pizza, Meat Balls, Nachos, Hot Chocolate",1,1
Mr. Beans - Home Cafe,"1,000",4.2 out of 5,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes",1,1
Lot Like Crepes,550,4.6 out of 5,"Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe",1,0
The Vacationer's Cafe,600,4.1 out of 5,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers",1,0
Smoor,900,4.2 out of 5,"Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake",1,0
Vitamin Palace,650,4.1 out of 5,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich",0,0
Kalmane Koffees,350,4.1 out of 5,"Filter Coffee, Brownie Chocolate, Hot Chocolate, Hot Coffee, Chips, Cafe Mocha, Walnut Brownie",0,0
The Chocolate Room,600,3.8 out of 5,"Waffles, Burgers, Hot Chocolate, Chocolate Avalanche, Fries, Brownie",0,0
Cafe Coffee Day,650,3.2 out of 5,"Coffee, Cappuccino, Burgers, Garlic Bread, Sandwich",1,0
Truffles,900,4.7 out of 5,"Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert",0,0
The Hole in the Wall Cafe,600,4.6 out of 5,"Waffles, Healthy Breakfast, English Breakfast, Pancakes, Burgers, Sandwiches, Mushroom Omelette",0,0
Dyu Art Cafe,800,4.5 out of 5,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie",0,0
Onesta,600,4.4 out of 5,"Berryblast, Gourmet Pizza, Mocktails, Ravioli, Bacon Pizza, Pasta, Prawn Pizza",1,1
Om Made Cafe,"1,300",4.1 out of 5,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti",0,0
Third Wave Coffee Roasters,800,4.4 out of 5,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie",0,0
Zee5 Loft,500,4.4 out of 5,"Tomato Soup, Brownie Shake, Pizza, Salad, Fries, Chicken Bbq Wings, Pasta",1,0
Blue Tokai Coffee Roasters,400,4.0 out of 5,"Coffee, Potato Wedges",1,0
Sixth Avenue Cafe And Patisserie,600,4.4 out of 5,"Tea, Chocolate Bomb, Waffles, Peri Chicken, Fries, Pasta Alfredo, Mocktails",0,0
A Hole Lotta Love Cafe,600,4.4 out of 5,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta",1,0
Bearfoot Cafe,600,4.2 out of 5,"Cappuccino, Fish, Burgers, Pizza, Coffee, White Sauce Pasta, Fries",1,0
Hungry Hippie,800,4.3 out of 5,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade",0,1
Mimansa @ Foxtrot,"1,000",4.4 out of 5,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries",1,1
Dice N Dine,900,4.3 out of 5,"Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta",1,1
Dialogues,600,4.1 out of 5,"Poha, Momos, Chai, Pasta, Tea, Pancakes, Chicken Sandwich",0,0
Stoner,500,4.5 out of 5,"Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake",1,0
Nuts Over Salads Cafe,800,4.4 out of 5,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Clear Soup",1,1
YORK St.,900,4.4 out of 5,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches",1,0
Enerjuvate Studio & Cafe,800,4.4 out of 5,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea",1,1
Market Table,900,4.5 out of 5,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll",0,1
Stoked!,850,4.3 out of 5,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles",0,0
Kargeens,600,4.1 out of 5,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Chicken Steak, Hot Chocolate, Noodles",1,0
154 Breakfast Club,900,4.0 out of 5,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette",1,1
99 Pancakes,300,4.5 out of 5,"Pan Cake, Waffles, Nutella Pancakes",1,0
Qube Cafe,700,4.2 out of 5,"Pizza, Coffee, Burgers, Pasta, Tiramisu, Sandwiches, Tea",1,0
Gudguda Prime Cafe,800,4.2 out of 5,"Mocktails, Pizza, Veg Platter, Brownie, Burgers, Pasta, Fries Basket",0,1
Cafe D'hide,600,4.2 out of 5,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads",1,1
Cafe Medley,800,4.2 out of 5,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza",1,0
Mustard Cafe,800,4.1 out of 5,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers",1,0
Bundar,700,4.1 out of 5,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings",0,0
Fresh Pressery Cafe,"1,200",4.1 out of 5,"Salads, Chicken Sandwich, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast, Pasta",1,0
Bistro Oui,"1,200",4.1 out of 5,"Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup",1,1
Smally's Resto Cafe,650,4.2 out of 5,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken",1,1
Waffle Magic,700,4.1 out of 5,Waffles,1,0
Chai Galli,450,4.4 out of 5,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie",1,0
Fabindia Cafe,200,4.2 out of 5,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha",0,0
Terra Bites,700,4.0 out of 5,"Spaghetti, Hot Chocolate, Coffee, Tea",1,0
WTF,600,4.1 out of 5,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake",1,0
The Yogisthaan Cafe,600,4.1 out of 5,"Paratha, Chai, Poha, Quinoa Burger",1,0
Billionaires Cafe,600,3.8 out of 5,Friendly Staff,0,0
Cafemoto,800,4.0 out of 5,"Burgers, Chicken Burger, Beef Burger, Mojito, Tea, French Fries, White Sauce Pasta",1,0
Lakeview Milkbar,500,3.8 out of 5,"Burgers, Pizza, Chocolate Fudge, Caramel Cheesecake, Vanilla Ice Cream, Hot Chocolate, Thick Shakes",0,0
Tella Tales,700,4.2 out of 5,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries",1,0
Biggies Burger 'n' More,400,3.8 out of 5,"Burgers, Mojito, Bbq Burger, Peri Peri Fries, Grilled Burger",1,0
Barista,300,3.5 out of 5,"Coffee, Cappuccino, Sandwiches, Chicken Sandwich",0,0
Costa Coffee,500,4.0 out of 5,"Cappuccino, Pesto Sandwich, Brownie, Latte, Hot Chocolate, Sausage Roll, Sandwiches",0,0
Entropy Cafe,600,4.1 out of 5,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers",1,0
Chill-Um Cafe,600,4.1 out of 5,"Peri Peri Chicken, Fries, Lemongrass Chicken, Margherita Pizza",1,1
TRIGEREATO,700,4.4 out of 5,"Pasta, Salad, Mousse, Noodles, Fries, Mocktails, Pizza",1,1
Cafe On The Way,500,4.0 out of 5,"Waffles, Coffee, Pesto Sandwich, Hazelnut Cappuccino, Latte, Salads, Pasta",1,0
Dhuaan,800,4.3 out of 5,"Paneer Pizza, Onion Rings, Oreo Shake, Peri Peri Chicken Pizza, Maggi, Pasta",0,0
Tattva Cafe,450,2.8 out of 5,"Tea, Masala Chai, Filter Coffee, Sandwich, Burgers, Orange Juice, Poha",0,0
Chaai Resto,250,3.6 out of 5,"Ginger Tea, Poha, Irani Chai, Chaai, Sandwich, Thick Shakes",0,0
Oregano Pizzeria,450,3.7 out of 5,"Margherita Pizza, Cheesy Bites",1,0
Bistro Claytopia,600,4.1 out of 5,"Burgers, Coffee, Cappuccino, Barbeque Burger, Sandwiches, Spinach Pasta, Sandwich",1,1
Mudpipe Cafe,900,4.5 out of 5,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta",1,1
Cafe Thulp,"1,000",4.1 out of 5,"Burgers, Fries, Pasta, Pork Chops, Chocolate Milkshake, Sandwiches, Waffles",1,0
Cafe Terra,700,4.1 out of 5,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers",1,0
Cafe Arabica,700,3.8 out of 5,"Coffee, French Fries, Lemon Tea, Veg Sandwich",0,0
Bakers Town,600,3.6 out of 5,"Fries, Pasta, Sandwich, Burgers, Chicken Burger, Monster Burger",1,0
Loca Moca,600,3.7 out of 5,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap",0,0
De Street Cafe,500,3.6 out of 5,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",0,0
Dreams Cafe - All Day English Food St.,600,3.8 out of 5,"English Breakfast, Coffee, Burgers, Fish, Omelette, Sandwiches, Chicken Burger",1,0
The 90s Hash House,500,3.8 out of 5,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",0,0
Sardarji Londonwaley,450,4.1 out of 5,"Dal Makhani, Butter Chicken, Makke Ki Roti, Kulcha, Tandoori Chicken, Garlic Naan, Palak Paneer",1,0
FreshMenu,450,3.9 out of 5,"Salads, Burgers, Sandwich, Pasta, Pizza, Burrito Bowl, Fish",1,0
Fish Chain,250,4.1 out of 5,Sea Food,1,0
Sai Abhiruchi,800,3.8 out of 5,"Dum Biryani, Dal Fry, Paneer Biryani",1,0
Easy Bites,300,4.1 out of 5,"Potato Wedges, Chicken Shawarama, Popcorn Chicken",1,0
Aligarh House,400,4.4 out of 5,"Raita, Muradabadi Biryani",1,0
Hiyar Majhe Kolkata,400,3.9 out of 5,"Radhaballavi, Egg Noodles, Egg Roll, Egg Devils, Alur Dom",1,0
Empire Restaurant,400,3.8 out of 5,"Biryani, Chicken Grill",1,0
Shanmukha,800,4.0 out of 5,"Onion Kulcha, Hyderabadi Chicken Dum Biryani, Butter Naan, Veg Seekh Kebab, Mushroom Manchurian, Wings, Mutton Biryani",1,0
Gogula's Sweets & Chats,200,4.0 out of 5,"Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi",1,0
Delhi Food Point,250,3.3 out of 5,"Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry",1,0
Khatta Meetha Teekha,300,4.3 out of 5,"Gulab Jamun, Raita, Chaat, Chole, Soya Chaap, Panipuri, Dal Makhani",1,0
Mojo Pizza - 2X Toppings,600,4.4 out of 5,"Garlic Bread, Cheese Burst Pizza, Meat Eater Pizza",1,0
Chettayees,400,3.4 out of 5,"Puttu Biryani, Egg Roast",1,0
XO Belgian Waffle,400,4.5 out of 5,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo",1,0
Behrouz Biryani,650,4.0 out of 5,"Gulab Jamun, Mint Raita, Paneer Subz Biryani, Hyderabadi Biryani, Mutton Biryani, Biryani Box, Basmati Rice",1,0
Leon Grill,500,4.3 out of 5,"Burgers, Peri Peri Chicken, Spicy Chicken, Grilled Lamb Burger, Chicken Burger, French Fries",1,0
Sri Lakshmi Dhaba,250,3.0 out of 5,"Paratha, Shahi Paneer",1,0
La Pino'z Pizza,600,4.1 out of 5,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza",1,0
New Tasty Cafeteria,500,3.8 out of 5,"Shawarma, Chicken Grill, Faluda",1,0
Momoz,600,3.9 out of 5,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn",0,0
Abhiruchi Hotel,600,3.5 out of 5,"Dum Biryani, Prawn Curry, Paneer Biryani, Chicken Boneless Biryani, Apollo Fish",1,0
Hotel Manu,400,3.8 out of 5,"Fish, Paratha",1,0
Capsicum Family Restaurant,800,3.8 out of 5,Mutton Biryani,1,0
Al-Bek,450,3.9 out of 5,"Naan, Mutton Biryani",1,0
Truly Punjab,500,4.1 out of 5,"Raita, Sarson Ka Saag, Paneer Tikka Masala, Paratha, Sarso Da Saag, Chole, Dal Fry",1,0
The Paratha Company,400,4.3 out of 5,"Aloo Paratha, Litti, Dal Makhani, Sattu Paratha, Liti Chokha, Cheese Paneer Paratha, Kheer",1,0
Swadista Aahar,300,4.1 out of 5,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali",1,0
Kannur Food Point,200,3.7 out of 5,Roast Chicken,1,0
Biryani Pot,500,3.8 out of 5,"Hyderabadi Biryani, Vegetable Biryani, Mutton Biryani, Veg Dum Biryani, Chicken Boneless Biryani, Egg Biryani, Chicken Dum Biryani",1,0
Just Shawarma,300,4.0 out of 5,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",1,0
Sri Ganesh Juice Junction,150,4.1 out of 5,"Sandwiches, Sandwich, Omelette, Cheese Maggi",1,0
Roti Wala,300,4.1 out of 5,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",1,0
Subway,600,3.7 out of 5,"Salads, Chicken Tikka, Veg Shammi, Teriyaki Chicken, Sandwich, Veggie Delight, Aloo Patty",1,0
Muthashy's,400,4.2 out of 5,"Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice",1,0
Wok Paper Scissors,550,4.3 out of 5,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos",1,0
Swad Punjab Da,150,4.1 out of 5,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",1,0
Apna Punjab,450,3.7 out of 5,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian",1,0
Faasos,500,4.0 out of 5,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap",1,0
Cake Box,400,3.4 out of 5,"Chocolate Truffle, Blueberry Cheesecake",1,0
Corner House Ice Cream,400,4.6 out of 5,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge",1,0
Punjabi Nawabi,500,4.0 out of 5,"Tikka, Saag, Dal Makhani, Naan, Makke Ki Roti",1,0
Dhaba Express,400,3.7 out of 5,Paratha,1,0
Dr. Bubbles,400,4.2 out of 5,"Waffles, Pancakes, Iced Coffee, Yoghurt Shake, Belgian Chocolate Waffle, Faluda",1,0
Maa Bhook Lagi,400,3.9 out of 5,"Chole, Kheer, Biryani, Liti Chokha, Litti, Churma, Raita",1,0
Hakka Chinese Restaurant,600,3.9 out of 5,"Manchow Soup, Momos, Chicken Hakka Noodles, Chilli Chicken, Roast Chicken, Thai Wings, Malaysian Noodles",1,0
Royal Biryani Kitchen,600,3.9 out of 5,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani",1,0
Zero Mile Punjab,800,4.1 out of 5,"Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Murgh Makhni",1,1
Kalingas,250,3.9 out of 5,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali",1,0
Dum Biryani Hub,700,3.9 out of 5,"Dum Biryani, Mutton Biryani",1,0
